title,company,salary,location,url,crawled_at,min_salary_raw,max_salary_raw,currency,min_salary_mil_vnd,max_salary_mil_vnd,avg_salary_mil_vnd
Việc làm Công nhân khai thác than,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-cong-nhan-khai-thac-than-cl1058,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Công nhân lắp ráp,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-cong-nhan-lap-rap-cl1060,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Công nhân xếp quần áo,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-cong-nhan-xep-quan-ao-cl1062,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Việc làm Công nhân khác,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-viec-lam-cong-nhan-khac-cl1069,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Tài xế taxi,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tai-xe-taxi-cl576,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Tài xế B2,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tai-xe-b2-cl1072,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Tài xế xe tải,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tai-xe-xe-tai-cl578,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Phụ xe,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-phu-xe-cl726,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Lái xe cho sếp,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-lai-xe-cho-sep-cl1073,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Tài xế công nghệ,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tai-xe-cong-nghe-cl1009,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Tài xế container,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tai-xe-container-cl1071,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Tài xế lái xe văn phòng,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tai-xe-lai-xe-van-phong-cl198,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Tài xế xe khách,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tai-xe-xe-khach-cl579,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Tài xế lái xe nâng,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tai-xe-lai-xe-nang-cl454,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Tài xế lái xe đường dài,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tai-xe-lai-xe-duong-dai-cl1004,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Bốc xếp hàng hóa,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-boc-xep-hang-hoa-cl475,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Bưu tá,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-buu-ta-cl1006,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Phân loại/Sắp xếp hàng hoá,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-phan-loai-sap-xep-hang-hoa-cl737,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Đóng gói hàng hóa,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-dong-goi-hang-hoa-cl474,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Sửa chữa điện thoại,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-sua-chua-dien-thoai-cl585,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Bảo vệ,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-bao-ve-cl200,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Sửa chữa/Bảo trì điện nước,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-sua-chua-bao-tri-dien-nuoc-cl366,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Thợ sửa khoá,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-sua-khoa-cl590,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Thợ điện,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-dien-cl655,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Thợ điện lạnh,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-dien-lanh-cl367,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Bảo trì tòa nhà,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-bao-tri-toa-nha-cl377,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Thợ sửa xe,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-sua-xe-cl594,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Nhân viên rửa xe,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-rua-xe-cl595,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Sửa chữa máy tính và máy in,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-sua-chua-may-tinh-va-may-in-cl586,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Lắp đặt/bảo trì thang máy,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-lap-dat-bao-tri-thang-may-cl372,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Việc làm Bảo vệ/Bảo trì/Sửa chữa khác,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-viec-lam-bao-ve-bao-tri-sua-chua-khac-cl1055,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Vệ sinh/Tạp vụ,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-ve-sinh-tap-vu-cl201,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Giúp việc,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-giup-viec-cl572,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Bảo mẫu/Người trông trẻ,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-bao-mau-nguoi-trong-tre-cl591,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Nhân viên dọn vệ sinh,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-don-ve-sinh-cl570,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Dịch vụ vệ sinh/nhà cửa khác,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-dich-vu-ve-sinh-nha-cua-khac-cl972,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Phun xăm thẩm mỹ,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-phun-xam-tham-my-cl563,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Thợ xăm (Tattoo Artist),,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-xam-tattoo-artist-cl937,2026-01-30T04:02:04.772523,,,Negotiable,,,
Việc làm Kỹ thuật viên Spa,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-ky-thuat-vien-spa-cl560,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ cắt tóc,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-cat-toc-cl564,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ nail/mi,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-nail-mi-cl562,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Nhân viên massage,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-massage-cl569,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Dịch vụ làm đẹp khác,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-dich-vu-lam-dep-khac-cl917,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Đầu bếp,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-dau-bep-cl865,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Phục vụ,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-phuc-vu-cl862,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Phụ bếp,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-phu-bep-cl867,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ làm bánh,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-lam-banh-cl869,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Chuyên môn Nhà hàng/Dịch vụ ăn uống khác,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-chuyen-mon-nha-hang-dich-vu-an-uong-khac-cl996,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Giặt là,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-giat-la-cl875,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Bellman (nhân viên hành lý),,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-bellman-nhan-vien-hanh-ly-cl873,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Buồng phòng,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-buong-phong-cl874,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Nhân viên đỗ xe (Valet Parking),,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-do-xe-valet-parking-cl876,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm PG,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-pg-cl1077,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Hiệu đính và nhập liệu,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-hieu-dinh-va-nhap-lieu-cl623,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Nhân viên siêu thị,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-sieu-thi-cl556,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Bán hàng siêu thị/cửa hàng tiện ích/tiện lợi,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-ban-hang-sieu-thi-cua-hang-tien-ich-tien-loi-cl21,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Nhân viên phát tờ rơi,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-phat-to-roi-cl1076,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Bán hàng điện thoại,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-ban-hang-dien-thoai-cl22,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Nhân viên cây xăng,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-cay-xang-cl608,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ may,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-may-cl448,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ cắm hoa,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-cam-hoa-cl602,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ cắt vải,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-cat-vai-cl449,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ thủ công mỹ nghệ,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-thu-cong-my-nghe-cl1074,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ thủ công khác,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-thu-cong-khac-cl1075,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ hàn,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-han-cl368,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ cơ khí,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-co-khi-cl429,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ tiện,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-tien-cl431,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ khoan,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-khoan-cl1078,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ mài,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-mai-cl1079,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ phay,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-phay-cl430,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ Gia công cơ khí khác,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-gia-cong-co-khi-khac-cl966,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ xây/Thợ nề/Thợ hồ,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-xay-tho-ne-tho-ho-cl373,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ mộc,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-moc-cl369,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ sơn,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-son-cl371,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ nhôm kính,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-nhom-kinh-cl374,2026-01-30T04:02:04.781680,,,Negotiable,,,
Việc làm Thợ xây dựng khác,,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-tho-xay-dung-khac-cl375,2026-01-30T04:02:04.781680,,,Negotiable,,,
"Việc làm online tại
                    nhà",,Thỏa thuận,,https://www.topcv.vn/viec-lam-remote,2026-01-30T04:02:04.781680,,,Negotiable,,,
"Tìm việc làm
                    tại TP. HCM",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-moi-nhat-tai-ho-chi-minh-l2,2026-01-30T04:02:04.781680,,,Negotiable,,,
"Việc
                    làm hành chính nhân sự",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-hanh-chinh-nhan-su,2026-01-30T04:02:04.781680,,,Negotiable,,,
"Việc
                    làm Hải Phòng",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-moi-nhat-tai-hai-phong-l9,2026-01-30T04:02:04.781680,,,Negotiable,,,
"Việc làm Bình
                    Định",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-moi-nhat-tai-binh-dinh-l16,2026-01-30T04:02:04.788497,,,Negotiable,,,
"Tuyển
                    dụng Content Marketing",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-content-marketing,2026-01-30T04:02:04.788497,,,Negotiable,,,
"Tuyển
                    lập trình viên PHP",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-lap-trinh-vien-php,2026-01-30T04:02:04.788497,,,Negotiable,,,
"Tuyển
                    lập trình viên Java",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-lap-trinh-vien-java,2026-01-30T04:02:04.789051,,,Negotiable,,,
"Tuyển
                    lập trình viên .Net",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-lap-trinh-vien-net,2026-01-30T04:02:04.789051,,,Negotiable,,,
"Tuyển
                    dụng nhân viên kinh doanh",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-kinh-doanh,2026-01-30T04:02:04.789051,,,Negotiable,,,
"Tuyển
                    dụng nhân viên marketing",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-marketing,2026-01-30T04:02:04.789051,,,Negotiable,,,
"Tìm việc
                    kế toán",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-nhan-vien-ke-toan,2026-01-30T04:02:04.789051,,,Negotiable,,,
"Việc làm
                                tốt nhất",,Thỏa thuận,,https://www.topcv.vn/viec-lam-tot-nhat,2026-01-30T04:02:04.789051,,,Negotiable,,,
Việc làm lương cao,,Thỏa thuận,,https://www.topcv.vn/viec-lam-luong-cao,2026-01-30T04:02:04.789051,,,Negotiable,,,
"Việc làm
                                quản lý",,Thỏa thuận,,https://www.topcv.vn/viec-lam-quan-ly,2026-01-30T04:02:04.790139,,,Negotiable,,,
Việc làm IT,,Thỏa thuận,,https://www.topcv.vn/viec-lam-it,2026-01-30T04:02:04.790139,,,Negotiable,,,
"Việc làm
                                Senior",,Thỏa thuận,,https://www.topcv.vn/viec-lam-senior,2026-01-30T04:02:04.790139,,,Negotiable,,,
"Việc làm
                                bán
                                thời gian",,Thỏa thuận,,https://www.topcv.vn/tim-viec-lam-ban-thoi-gian-t3,2026-01-30T04:02:04.790139,,,Negotiable,,,
